pillar,code,indicator,component,year,nuts_code_2021,unit,value
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES111,number,42
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES111,number,42
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES111,number,39
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES111,number,40
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES111,number,41
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES111,number,41
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES112,number,15
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES112,number,19
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES112,number,19
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES112,number,19
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES112,number,19
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES112,number,17
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES113,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES113,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES113,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES113,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES113,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES113,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES114,number,62
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES114,number,59
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES114,number,65
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES114,number,65
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES114,number,66
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES114,number,68
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES120,number,12
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES120,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES120,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES120,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES120,number,14
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES120,number,16
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES130,number,10
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES130,number,10
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES130,number,11
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES130,number,11
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES130,number,11
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES130,number,10
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES211,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES211,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES211,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES211,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES211,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES211,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES212,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES212,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES212,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES212,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES212,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES212,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES213,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES213,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES213,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES213,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES213,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES213,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES220,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES220,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES220,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES220,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES220,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES220,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES230,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES230,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES230,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES230,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES230,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES230,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES241,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES241,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES241,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES241,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES241,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES241,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES242,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES242,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES242,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES242,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES242,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES242,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES243,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES243,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES243,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES243,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES243,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES243,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES300,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES300,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES300,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES300,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES300,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES300,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES411,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES411,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES411,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES411,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES411,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES411,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES412,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES412,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES412,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES412,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES412,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES412,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES413,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES413,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES413,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES413,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES413,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES413,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES414,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES414,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES414,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES414,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES414,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES414,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES415,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES415,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES415,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES415,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES415,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES415,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES416,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES416,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES416,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES416,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES416,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES416,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES417,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES417,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES417,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES417,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES417,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES417,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES418,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES418,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES418,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES418,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES418,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES418,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES419,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES419,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES419,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES419,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES419,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES419,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES421,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES421,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES421,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES421,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES421,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES421,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES422,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES422,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES422,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES422,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES422,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES422,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES423,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES423,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES423,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES423,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES423,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES423,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES424,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES424,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES424,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES424,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES424,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES424,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES425,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES425,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES425,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES425,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES425,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES425,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES431,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES431,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES431,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES431,number,9
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES431,number,9
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES431,number,9
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES432,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES432,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES432,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES432,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES432,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES432,number,2
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES511,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES511,number,36
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES511,number,40
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES511,number,41
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES511,number,41
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES511,number,43
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES512,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES512,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES512,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES512,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES512,number,37
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES512,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES513,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES513,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES513,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES513,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES513,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES513,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES514,number,49
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES514,number,47
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES514,number,45
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES514,number,41
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES514,number,41
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES514,number,40
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES521,number,82
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES521,number,84
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES521,number,87
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES521,number,89
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES521,number,84
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES521,number,86
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES522,number,36
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES522,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES522,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES522,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES522,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES522,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES523,number,31
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES523,number,30
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES523,number,30
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES523,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES523,number,36
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES523,number,38
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES531,number,11
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES531,number,9
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES531,number,8
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES531,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES531,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES531,number,7
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES532,number,44
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES532,number,38
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES532,number,32
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES532,number,37
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES532,number,32
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES532,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES533,number,6
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES533,number,5
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES533,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES533,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES533,number,3
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES533,number,6
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES611,number,27
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES611,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES611,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES611,number,37
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES611,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES611,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES612,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES612,number,36
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES612,number,34
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES612,number,33
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES612,number,36
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES612,number,35
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES613,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES613,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES613,number,0
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES613,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2023,ES613,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2024,ES613,number,1
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2019,ES614,number,4
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2020,ES614,number,7
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2021,ES614,number,12
Basic descriptors,TOUR_DES_10,Presence of Blue flag awarded sites,Presence blue flags,2022,ES614,number,13
