tourist_id,age,grupo_edad,interests,preferred_tour_duration,accessibility,site_name,sites_visited,tour_duration,route_id,tourist_rating,system_response_time,recommendation_accuracy,vr_experience_quality,satisfaction,grupo
2108,43,35-44,"['Art', 'Nature']",3,FALSE,Eiffel Tower,['Eiffel Tower'],2,2108000,1.6,5,87,5,3,Sin Accesibilidad
2109,69,60+,"['Cultural', 'Nature']",8,FALSE,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",4,2109000,2.5,2.39,85,4.8,3,Sin Accesibilidad
2110,44,35-44,"['Architecture', 'History']",6,TRUE,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",4,2110000,3.7,2.07,88,4.3,4,Accesibilidad
2111,64,60+,['Art'],6,TRUE,Eiffel Tower,['Taj Mahal'],1,2111000,2.6,2.52,97,4.9,3,Accesibilidad
2112,32,25-34,"['History', 'Cultural', 'Art']",6,TRUE,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Machu Picchu']",6,2112000,1.2,3.13,91,4.7,3,Accesibilidad
2113,25,25-34,['Art'],3,FALSE,Eiffel Tower,['Colosseum'],2,2113000,3.2,1.53,94,4.9,3,Sin Accesibilidad
2114,51,45-59,"['Architecture', 'History', 'Cultural']",8,FALSE,Great Wall of China,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",4,2114000,3.6,1.86,95,4.3,4,Sin Accesibilidad
2115,38,35-44,['History'],4,FALSE,Colosseum,['Great Wall of China'],1,2115000,4.3,4.24,96,4,4,Sin Accesibilidad
2116,18,Menores de 25,"['Architecture', 'Nature']",7,FALSE,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",2,2116000,4.9,2.67,90,4.7,5,Sin Accesibilidad
2117,62,60+,"['History', 'Architecture', 'Art']",3,FALSE,Colosseum,['Machu Picchu'],2,2117000,4.9,4.32,93,4.7,5,Sin Accesibilidad
2118,50,45-59,"['Art', 'Nature']",3,FALSE,Great Wall of China,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",4,2118000,1.6,2.21,86,4.8,3,Sin Accesibilidad
2119,52,45-59,"['Cultural', 'History']",4,TRUE,Taj Mahal,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",4,2119000,4.8,3.02,87,4.5,5,Accesibilidad
2120,48,45-59,"['Cultural', 'Architecture']",7,FALSE,Machu Picchu,['Eiffel Tower'],2,2120000,4.6,3.95,98,4.6,5,Sin Accesibilidad
2121,39,35-44,"['Nature', 'Cultural', 'Architecture']",6,TRUE,Machu Picchu,"['Colosseum', 'Taj Mahal']",4,2121000,2.2,3.95,85,4.8,3,Accesibilidad
2122,18,Menores de 25,['Architecture'],3,FALSE,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",6,2122000,2.2,3.8,91,4.7,3,Sin Accesibilidad
2123,39,35-44,"['Nature', 'Architecture', 'Art']",4,FALSE,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",6,2123000,3.6,4.53,85,4.9,4,Sin Accesibilidad
2124,43,35-44,"['Art', 'History']",4,TRUE,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",6,2124000,1.4,2.85,99,4.6,3,Accesibilidad
2125,46,45-59,['Architecture'],3,TRUE,Colosseum,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",4,2125000,2.6,4.07,99,4.8,3,Accesibilidad
2126,68,60+,"['Architecture', 'Nature']",7,TRUE,Machu Picchu,['Great Wall of China'],2,2126000,4.3,4.3,97,4.8,4,Accesibilidad
2127,40,35-44,"['History', 'Architecture', 'Cultural']",6,FALSE,Colosseum,"['Eiffel Tower', 'Taj Mahal']",5,2127000,2.2,2.56,86,4.8,3,Sin Accesibilidad
2128,56,45-59,"['Architecture', 'Art', 'Nature']",6,TRUE,Eiffel Tower,['Taj Mahal'],2,2128000,4.5,4.39,89,4.7,5,Accesibilidad
2129,46,45-59,['Architecture'],3,FALSE,Machu Picchu,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",7,2129000,4.8,2.74,99,4.3,5,Sin Accesibilidad
2130,47,45-59,"['Art', 'Nature']",8,TRUE,Machu Picchu,"['Colosseum', 'Eiffel Tower']",4,2130000,4.9,3.49,92,4.6,5,Accesibilidad
2131,44,35-44,"['Architecture', 'History']",7,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",5,2131000,3.6,3.99,95,4.1,4,Sin Accesibilidad
2132,69,60+,['Art'],4,TRUE,Eiffel Tower,"['Machu Picchu', 'Colosseum']",4,2132000,1.3,2.44,90,4.4,3,Accesibilidad
2133,54,45-59,"['History', 'Nature']",7,TRUE,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Taj Mahal']",6,2133000,1.4,2.56,87,4.2,3,Accesibilidad
2134,45,45-59,"['Nature', 'Cultural']",4,TRUE,Colosseum,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",8,2134000,4.3,2.75,95,4,4,Accesibilidad
2135,40,35-44,"['Nature', 'Architecture', 'History']",8,TRUE,Great Wall of China,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",7,2135000,4.7,2.79,95,4.4,5,Accesibilidad
2136,57,45-59,['Architecture'],8,FALSE,Great Wall of China,['Great Wall of China'],3,2136000,1.3,2.28,96,4.9,3,Sin Accesibilidad
2137,48,45-59,"['Nature', 'History']",8,FALSE,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",5,2137000,3.4,3.62,99,4.8,3,Sin Accesibilidad
2138,26,25-34,"['Nature', 'History']",8,TRUE,Machu Picchu,['Machu Picchu'],3,2138000,2.3,2.02,86,4.8,3,Accesibilidad
2139,66,60+,"['Architecture', 'Nature', 'Art']",5,TRUE,Colosseum,"['Colosseum', 'Great Wall of China']",3,2139000,1.2,2.44,91,4.9,3,Accesibilidad
2140,20,Menores de 25,"['History', 'Nature']",3,TRUE,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",5,2140000,2.1,2.05,97,4.7,3,Accesibilidad
2141,21,Menores de 25,"['Nature', 'Cultural', 'Art']",7,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",3,2141000,3.1,4.72,92,4.3,3,Accesibilidad
2142,26,25-34,"['Architecture', 'History']",6,TRUE,Great Wall of China,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",7,2142000,4.6,3.15,85,4.8,5,Accesibilidad
2143,51,45-59,"['Art', 'History', 'Nature']",5,TRUE,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",7,2143000,4.7,3.72,86,4.1,5,Accesibilidad
2144,44,35-44,"['Architecture', 'Art', 'History']",6,FALSE,Great Wall of China,"['Colosseum', 'Great Wall of China']",2,2144000,1,3.99,86,5,3,Sin Accesibilidad
2145,19,Menores de 25,"['History', 'Nature']",6,TRUE,Machu Picchu,"['Great Wall of China', 'Taj Mahal', 'Eiffel Tower']",5,2145000,3.3,4.99,95,4.1,3,Accesibilidad
2146,58,45-59,['Architecture'],8,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,2146000,5,2.82,100,5,5,Accesibilidad
2147,47,45-59,['History'],4,FALSE,Taj Mahal,['Great Wall of China'],3,2147000,4.3,3.68,100,4.2,4,Sin Accesibilidad
2148,24,Menores de 25,['Nature'],7,FALSE,Machu Picchu,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",5,2148000,1.5,1.94,96,4.9,3,Sin Accesibilidad
2149,34,25-34,"['Art', 'Architecture', 'Cultural']",3,TRUE,Colosseum,"['Colosseum', 'Eiffel Tower', 'Machu Picchu']",6,2149000,1.9,4.29,88,4.3,3,Accesibilidad
2150,60,60+,"['Architecture', 'Art', 'Cultural']",4,TRUE,Great Wall of China,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",3,2150000,2.4,2.37,85,4.7,3,Accesibilidad
2151,60,60+,"['Art', 'Architecture', 'History']",3,TRUE,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",4,2151000,1.2,2.75,92,4,3,Accesibilidad
2152,41,35-44,"['Art', 'Cultural']",7,FALSE,Colosseum,['Taj Mahal'],1,2152000,3.7,4.78,93,5,4,Sin Accesibilidad
2153,22,Menores de 25,"['Cultural', 'Art']",3,TRUE,Great Wall of China,['Taj Mahal'],2,2153000,4.5,4.82,85,4.2,5,Accesibilidad
2154,69,60+,"['Cultural', 'Architecture', 'Nature']",3,FALSE,Great Wall of China,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",8,2154000,2.8,4.34,96,4,3,Sin Accesibilidad
2155,43,35-44,"['Architecture', 'History']",4,FALSE,Taj Mahal,"['Machu Picchu', 'Colosseum']",4,2155000,2.8,4.32,86,4.9,3,Sin Accesibilidad
2156,60,60+,"['Architecture', 'Cultural']",8,FALSE,Great Wall of China,['Taj Mahal'],1,2156000,2.1,4.9,97,4,3,Sin Accesibilidad
2157,51,45-59,"['Architecture', 'History', 'Nature']",4,FALSE,Machu Picchu,"['Taj Mahal', 'Colosseum']",3,2157000,1.8,1.55,90,4.5,3,Sin Accesibilidad
2158,23,Menores de 25,"['Art', 'Architecture', 'Cultural']",8,FALSE,Great Wall of China,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",6,2158000,1.7,2.77,85,4.4,3,Sin Accesibilidad
2159,34,25-34,"['Nature', 'Cultural', 'Architecture']",6,FALSE,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",7,2159000,4.6,2.47,94,4.6,5,Sin Accesibilidad
2160,48,45-59,['Art'],4,TRUE,Eiffel Tower,['Colosseum'],1,2160000,1.9,3.51,99,4.6,3,Accesibilidad
2161,31,25-34,"['Art', 'Nature', 'Architecture']",5,FALSE,Great Wall of China,"['Machu Picchu', 'Eiffel Tower']",5,2161000,4.5,4.28,87,4.2,5,Sin Accesibilidad
2162,32,25-34,"['History', 'Art']",6,FALSE,Taj Mahal,['Colosseum'],3,2162000,2.3,4.77,97,4.3,3,Sin Accesibilidad
2163,65,60+,"['History', 'Art']",4,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,2163000,3.1,2.5,95,4,3,Sin Accesibilidad
2164,27,25-34,"['History', 'Architecture', 'Art']",3,TRUE,Machu Picchu,"['Colosseum', 'Great Wall of China']",5,2164000,3.6,2.48,89,4.1,4,Accesibilidad
2165,60,60+,"['History', 'Art', 'Architecture']",7,FALSE,Colosseum,['Taj Mahal'],1,2165000,4.5,4.83,100,5,5,Sin Accesibilidad
2166,31,25-34,"['Art', 'Architecture']",3,TRUE,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",3,2166000,1.3,4.94,89,4.4,3,Accesibilidad
2167,66,60+,['Art'],8,FALSE,Colosseum,"['Great Wall of China', 'Machu Picchu']",5,2167000,1.8,3.72,95,4.6,3,Sin Accesibilidad
2168,56,45-59,"['Cultural', 'Nature', 'Art']",5,TRUE,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,2168000,3.8,2.57,86,4.2,4,Accesibilidad
2169,24,Menores de 25,"['Cultural', 'Art']",6,TRUE,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",5,2169000,2.9,3.36,89,4.3,3,Accesibilidad
2170,41,35-44,"['History', 'Cultural', 'Nature']",8,TRUE,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",3,2170000,1.3,2.78,92,4.7,3,Accesibilidad
2171,60,60+,['History'],6,FALSE,Taj Mahal,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",5,2171000,2.9,3.71,89,4,3,Sin Accesibilidad
2172,20,Menores de 25,"['Nature', 'History']",7,TRUE,Taj Mahal,['Taj Mahal'],3,2172000,1.1,4.47,89,4.9,3,Accesibilidad
2173,22,Menores de 25,['Cultural'],6,FALSE,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Machu Picchu']",5,2173000,2.4,3.64,92,4.5,3,Sin Accesibilidad
2174,61,60+,['Art'],8,TRUE,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",8,2174000,1.1,3.26,100,4.3,3,Accesibilidad
2175,55,45-59,['Architecture'],3,TRUE,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",9,2175000,1.3,3.52,88,4.9,3,Accesibilidad
2176,33,25-34,"['Art', 'Architecture']",8,TRUE,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",5,2176000,4.3,2.86,99,4.1,4,Accesibilidad
2177,62,60+,['Cultural'],6,TRUE,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",8,2177000,3.2,4.7,87,4.4,3,Accesibilidad
2178,59,45-59,['Art'],7,FALSE,Taj Mahal,['Taj Mahal'],3,2178000,3.4,3.83,95,4.2,3,Sin Accesibilidad
2179,35,35-44,"['Architecture', 'Art', 'Cultural']",8,TRUE,Taj Mahal,['Taj Mahal'],2,2179000,4.2,1.99,96,4.4,4,Accesibilidad
2180,53,45-59,"['Art', 'Nature', 'History']",6,TRUE,Machu Picchu,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",7,2180000,3.2,1.51,96,4.3,3,Accesibilidad
2181,31,25-34,['Nature'],7,FALSE,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Great Wall of China']",5,2181000,4.3,2.72,97,4.8,4,Sin Accesibilidad
2182,51,45-59,"['Nature', 'History', 'Art']",8,FALSE,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",6,2182000,1.7,1.76,97,4.3,3,Sin Accesibilidad
2183,41,35-44,['Architecture'],7,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",4,2183000,2.6,2.93,91,4,3,Accesibilidad
2184,23,Menores de 25,"['Art', 'Nature']",7,FALSE,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",4,2184000,4.6,2.22,94,4.4,5,Sin Accesibilidad
2185,33,25-34,['Cultural'],5,TRUE,Eiffel Tower,['Eiffel Tower'],3,2185000,1.7,2.16,92,4.6,3,Accesibilidad
2186,62,60+,"['Architecture', 'Nature', 'Cultural']",5,TRUE,Eiffel Tower,['Taj Mahal'],3,2186000,2.8,2.84,89,4.2,3,Accesibilidad
2187,46,45-59,"['Nature', 'Architecture']",5,TRUE,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",4,2187000,4.6,4.91,99,4.7,5,Accesibilidad
2188,67,60+,['Art'],8,TRUE,Taj Mahal,['Eiffel Tower'],1,2188000,4.5,2.22,97,4.2,5,Accesibilidad
2189,33,25-34,['Nature'],3,TRUE,Machu Picchu,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",8,2189000,2.1,4.88,94,4.3,3,Accesibilidad
2190,64,60+,['Architecture'],8,FALSE,Colosseum,['Colosseum'],2,2190000,1.6,1.76,100,4,3,Sin Accesibilidad
2191,54,45-59,"['Nature', 'Art']",3,FALSE,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",7,2191000,3.1,1.56,85,4.5,3,Sin Accesibilidad
2192,42,35-44,"['Art', 'Architecture']",6,TRUE,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",4,2192000,1.4,2.93,95,4.8,3,Accesibilidad
2193,41,35-44,"['Art', 'History', 'Nature']",8,TRUE,Machu Picchu,"['Eiffel Tower', 'Machu Picchu']",2,2193000,4.5,1.73,87,4.9,5,Accesibilidad
2194,55,45-59,"['History', 'Cultural']",6,FALSE,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",8,2194000,4.1,1.87,94,4.7,4,Sin Accesibilidad
2195,32,25-34,"['Cultural', 'Architecture']",8,TRUE,Colosseum,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",8,2195000,2,3.74,94,4.9,3,Accesibilidad
2196,39,35-44,"['Architecture', 'Art']",8,FALSE,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",5,2196000,3.2,3.42,97,4.6,3,Sin Accesibilidad
2197,43,35-44,"['Architecture', 'Art']",3,TRUE,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",5,2197000,2.2,4.37,96,4.4,3,Accesibilidad
2198,63,60+,"['Architecture', 'Art']",6,TRUE,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China']",4,2198000,4.9,2.52,95,4.6,5,Accesibilidad
2199,62,60+,['Art'],6,FALSE,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",6,2199000,2,2.19,88,4.9,3,Sin Accesibilidad
2200,52,45-59,"['Cultural', 'History', 'Architecture']",7,FALSE,Machu Picchu,"['Machu Picchu', 'Taj Mahal']",5,2200000,3.7,3.33,96,4.9,4,Sin Accesibilidad
2201,42,35-44,['Art'],4,FALSE,Taj Mahal,"['Colosseum', 'Eiffel Tower']",2,2201000,1.5,1.57,88,4.2,3,Sin Accesibilidad
2202,60,60+,['Art'],8,TRUE,Eiffel Tower,['Eiffel Tower'],1,2202000,1.3,2.72,89,4.4,3,Accesibilidad
2203,50,45-59,"['History', 'Cultural', 'Art']",8,TRUE,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",7,2203000,2.8,4.04,97,4,3,Accesibilidad
2204,46,45-59,['Art'],6,FALSE,Taj Mahal,['Taj Mahal'],2,2204000,2.9,2.16,100,5,3,Sin Accesibilidad
2205,22,Menores de 25,['History'],5,FALSE,Taj Mahal,"['Eiffel Tower', 'Colosseum']",4,2205000,4,3.66,95,4.8,4,Sin Accesibilidad
2206,69,60+,['History'],4,TRUE,Colosseum,"['Taj Mahal', 'Colosseum']",5,2206000,4.5,4.65,85,4.9,5,Accesibilidad
2207,23,Menores de 25,"['Art', 'Architecture', 'Cultural']",7,FALSE,Machu Picchu,['Machu Picchu'],1,2207000,3.4,1.85,86,4.7,3,Sin Accesibilidad
2208,34,25-34,['Art'],8,FALSE,Eiffel Tower,"['Colosseum', 'Machu Picchu']",6,2208000,2.5,3.96,94,4.2,3,Sin Accesibilidad
2209,69,60+,"['Art', 'History', 'Cultural']",6,TRUE,Taj Mahal,['Colosseum'],3,2209000,2.9,4.66,100,4.4,3,Accesibilidad
2210,33,25-34,"['History', 'Art']",8,TRUE,Colosseum,['Colosseum'],3,2210000,4.3,4.37,94,4.1,4,Accesibilidad
2211,55,45-59,['Architecture'],5,FALSE,Colosseum,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",7,2211000,2.5,4.55,92,4.9,3,Sin Accesibilidad
2212,21,Menores de 25,['Cultural'],4,TRUE,Great Wall of China,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",6,2212000,3.9,4.44,98,4.1,4,Accesibilidad
2213,34,25-34,"['Cultural', 'Art']",8,FALSE,Great Wall of China,['Taj Mahal'],2,2213000,4.8,3.34,94,4.1,5,Sin Accesibilidad
2214,33,25-34,"['Architecture', 'Art', 'Nature']",4,TRUE,Machu Picchu,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",8,2214000,2,1.89,94,4.5,3,Accesibilidad
2215,32,25-34,"['Cultural', 'Art', 'Architecture']",5,FALSE,Eiffel Tower,['Eiffel Tower'],2,2215000,1.6,2.07,87,4.3,3,Sin Accesibilidad
2216,58,45-59,['Architecture'],4,TRUE,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",3,2216000,4.8,5,88,4.3,5,Accesibilidad
2217,65,60+,"['Nature', 'Art', 'History']",3,TRUE,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",7,2217000,1.6,3.04,91,4.6,3,Accesibilidad
2218,50,45-59,['Nature'],8,FALSE,Colosseum,"['Taj Mahal', 'Great Wall of China']",4,2218000,1.5,4.1,94,4.1,3,Sin Accesibilidad
2219,40,35-44,"['History', 'Nature']",4,FALSE,Machu Picchu,"['Taj Mahal', 'Colosseum']",2,2219000,2.7,4.48,99,5,3,Sin Accesibilidad
2220,38,35-44,"['Cultural', 'Art', 'Architecture']",5,FALSE,Machu Picchu,['Great Wall of China'],1,2220000,4,4.3,100,4.5,4,Sin Accesibilidad
2221,40,35-44,['Architecture'],3,TRUE,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",5,2221000,4.5,3.28,98,4.4,5,Accesibilidad
2222,31,25-34,['Architecture'],6,TRUE,Great Wall of China,['Eiffel Tower'],1,2222000,2.8,2.4,94,4.2,3,Accesibilidad
2223,41,35-44,"['Cultural', 'Nature']",4,FALSE,Colosseum,['Great Wall of China'],1,2223000,2.6,4.14,86,4.3,3,Sin Accesibilidad
2224,25,25-34,"['Architecture', 'Art', 'History']",8,TRUE,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",2,2224000,3.5,4.53,99,4.8,4,Accesibilidad
2225,28,25-34,['Art'],6,FALSE,Taj Mahal,"['Great Wall of China', 'Machu Picchu']",6,2225000,1.9,3.84,92,4.4,3,Sin Accesibilidad
2226,24,Menores de 25,['Cultural'],3,TRUE,Taj Mahal,"['Great Wall of China', 'Taj Mahal']",4,2226000,2.2,4.56,100,4,3,Accesibilidad
2227,69,60+,['Architecture'],3,TRUE,Taj Mahal,['Taj Mahal'],2,2227000,4.9,4.19,98,4,5,Accesibilidad
2228,64,60+,['Art'],3,FALSE,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",3,2228000,4.1,2.74,87,4.5,4,Sin Accesibilidad
2229,33,25-34,['Art'],7,FALSE,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",5,2229000,1.2,4.9,89,4.4,3,Sin Accesibilidad
2230,27,25-34,['Art'],6,FALSE,Machu Picchu,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",5,2230000,4.8,3,89,4.2,5,Sin Accesibilidad
2231,27,25-34,"['Art', 'Cultural']",5,TRUE,Eiffel Tower,['Eiffel Tower'],1,2231000,2.9,3.22,85,4.6,3,Accesibilidad
2232,55,45-59,"['Cultural', 'Architecture', 'Art']",8,TRUE,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",2,2232000,4.1,1.99,99,4.8,4,Accesibilidad
2233,20,Menores de 25,"['History', 'Architecture', 'Cultural']",3,TRUE,Machu Picchu,"['Colosseum', 'Great Wall of China']",3,2233000,3.4,2.06,97,4.7,3,Accesibilidad
2234,50,45-59,"['Art', 'History', 'Nature']",3,TRUE,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",5,2234000,2.6,4.7,86,4.4,3,Accesibilidad
2235,57,45-59,"['History', 'Architecture']",6,FALSE,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",4,2235000,3.5,3.2,87,4.6,4,Sin Accesibilidad
2236,32,25-34,['Art'],4,FALSE,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",7,2236000,2.2,4.43,86,4.9,3,Sin Accesibilidad
2237,61,60+,['History'],3,TRUE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",9,2237000,4.7,2.18,90,4.3,5,Accesibilidad
2238,57,45-59,['Nature'],8,FALSE,Machu Picchu,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",8,2238000,3.8,2.59,88,4.1,4,Sin Accesibilidad
2239,36,35-44,"['Art', 'Cultural']",5,TRUE,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",7,2239000,3.3,2.12,100,4.6,3,Accesibilidad
2240,56,45-59,['History'],4,TRUE,Machu Picchu,"['Colosseum', 'Taj Mahal']",5,2240000,3.7,4.46,88,4.9,4,Accesibilidad
2241,54,45-59,['Art'],7,TRUE,Machu Picchu,"['Colosseum', 'Taj Mahal']",4,2241000,1.5,2.23,99,4.2,3,Accesibilidad
2242,36,35-44,['Art'],3,FALSE,Eiffel Tower,['Great Wall of China'],3,2242000,4.6,4.55,85,4.5,5,Sin Accesibilidad
2243,26,25-34,['Art'],7,FALSE,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",7,2243000,3.6,4.06,97,4.8,4,Sin Accesibilidad
2244,39,35-44,"['Nature', 'Art']",6,FALSE,Taj Mahal,"['Machu Picchu', 'Taj Mahal']",5,2244000,4.1,2.91,86,4.7,4,Sin Accesibilidad
2245,45,45-59,"['Nature', 'Art', 'Architecture']",5,FALSE,Eiffel Tower,['Colosseum'],1,2245000,2.1,1.74,93,4.6,3,Sin Accesibilidad
2246,39,35-44,['Nature'],6,TRUE,Eiffel Tower,['Colosseum'],3,2246000,4.3,2.42,85,4.7,4,Accesibilidad
2247,56,45-59,['Nature'],6,TRUE,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",7,2247000,3.6,2.12,91,4.8,4,Accesibilidad
2248,45,45-59,"['History', 'Nature', 'Cultural']",3,FALSE,Great Wall of China,"['Colosseum', 'Machu Picchu']",6,2248000,2.4,2.69,94,4.7,3,Sin Accesibilidad
2249,56,45-59,"['Nature', 'Cultural']",7,TRUE,Machu Picchu,"['Eiffel Tower', 'Taj Mahal']",4,2249000,4,2.81,87,4.8,4,Accesibilidad
2250,24,Menores de 25,['Art'],4,FALSE,Taj Mahal,['Machu Picchu'],3,2250000,1.2,1.66,97,4,3,Sin Accesibilidad
2251,26,25-34,"['Cultural', 'Nature']",8,FALSE,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",3,2251000,2.2,2.9,86,4.3,3,Sin Accesibilidad
2252,48,45-59,['Architecture'],3,FALSE,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",5,2252000,2.5,3.14,95,4.9,3,Sin Accesibilidad
2253,56,45-59,['Architecture'],4,TRUE,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",4,2253000,2.9,3.89,97,4.9,3,Accesibilidad
2254,41,35-44,['Art'],8,FALSE,Great Wall of China,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",8,2254000,3.8,4.22,100,4.5,4,Sin Accesibilidad
2255,65,60+,"['History', 'Cultural', 'Nature']",3,TRUE,Colosseum,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",6,2255000,1.1,4.48,100,4.2,3,Accesibilidad
2256,59,45-59,"['History', 'Nature', 'Architecture']",6,TRUE,Colosseum,['Great Wall of China'],3,2256000,1,3.91,89,4.6,3,Accesibilidad
2257,49,45-59,"['Architecture', 'Cultural']",4,TRUE,Colosseum,"['Colosseum', 'Eiffel Tower']",4,2257000,3.3,4,97,4.4,3,Accesibilidad
2258,55,45-59,"['Cultural', 'Nature']",4,TRUE,Machu Picchu,['Eiffel Tower'],2,2258000,1.3,3.59,89,4.8,3,Accesibilidad
2259,52,45-59,"['Cultural', 'Nature']",8,TRUE,Great Wall of China,"['Great Wall of China', 'Machu Picchu', 'Taj Mahal']",7,2259000,4,2.75,90,5,4,Accesibilidad
2260,21,Menores de 25,['Cultural'],5,FALSE,Great Wall of China,['Eiffel Tower'],2,2260000,4,3.72,95,4.7,4,Sin Accesibilidad
2261,39,35-44,"['Nature', 'History']",8,TRUE,Eiffel Tower,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",8,2261000,1.4,2.53,91,4.8,3,Accesibilidad
2262,26,25-34,"['History', 'Cultural']",3,FALSE,Colosseum,['Eiffel Tower'],2,2262000,2.7,2.5,94,4.2,3,Sin Accesibilidad
2263,43,35-44,"['Art', 'Cultural', 'Nature']",4,TRUE,Colosseum,['Colosseum'],2,2263000,4,3.45,95,4,4,Accesibilidad
2264,46,45-59,"['Architecture', 'History']",6,FALSE,Taj Mahal,"['Colosseum', 'Taj Mahal']",3,2264000,2.6,2.09,92,4.5,3,Sin Accesibilidad
2265,48,45-59,"['Cultural', 'History', 'Architecture']",7,TRUE,Great Wall of China,['Colosseum'],1,2265000,1.2,1.79,92,4.9,3,Accesibilidad
